B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,GEO_ID,NAME
1784,64,0,0,0,0,0,0,0,106,0,0,0,0,0,59,502,0,46,144,202,517,83,61,0,1500000US060816020013,"Block Group 3, Census Tract 6020.01, San Mateo County, California"
2011,26,0,0,0,0,0,0,284,0,0,117,0,0,6,9,206,101,268,547,82,265,54,46,0,1500000US060816020021,"Block Group 1, Census Tract 6020.02, San Mateo County, California"
1021,0,0,0,0,0,0,0,0,0,0,0,0,37,0,20,39,0,9,45,82,526,107,156,0,1500000US060816020022,"Block Group 2, Census Tract 6020.02, San Mateo County, California"
637,21,0,0,0,0,0,0,0,0,0,0,26,22,7,22,101,96,121,98,38,63,14,7,1,1500000US060816021001,"Block Group 1, Census Tract 6021, San Mateo County, California"
781,19,0,3,0,0,14,0,0,0,0,6,129,8,20,0,208,0,13,166,30,122,34,9,0,1500000US060816021002,"Block Group 2, Census Tract 6021, San Mateo County, California"
837,132,0,0,0,0,0,0,11,29,0,23,43,20,14,30,240,13,8,115,6,110,24,19,0,1500000US060816021003,"Block Group 3, Census Tract 6021, San Mateo County, California"
1035,6,0,0,0,0,0,0,0,0,0,0,31,3,0,0,378,63,54,36,196,169,38,61,0,1500000US060816022011,"Block Group 1, Census Tract 6022.01, San Mateo County, California"
1445,40,0,0,0,0,0,0,0,0,0,0,14,0,0,27,260,23,158,222,53,312,138,131,67,1500000US060816022012,"Block Group 2, Census Tract 6022.01, San Mateo County, California"
1148,14,0,0,27,0,0,0,17,121,0,34,105,52,56,28,247,42,21,111,148,112,0,0,13,1500000US060816022013,"Block Group 3, Census Tract 6022.01, San Mateo County, California"
788,73,0,0,0,0,48,0,0,0,0,0,0,0,33,33,255,0,55,114,67,48,62,0,0,1500000US060816022021,"Block Group 1, Census Tract 6022.02, San Mateo County, California"
1235,127,0,0,0,0,0,0,0,189,0,28,0,37,0,103,211,0,6,202,0,228,76,0,28,1500000US060816022022,"Block Group 2, Census Tract 6022.02, San Mateo County, California"
1207,44,0,0,0,8,0,0,13,0,12,0,12,22,6,30,260,111,35,229,111,285,19,10,0,1500000US060816023001,"Block Group 1, Census Tract 6023, San Mateo County, California"
1811,65,0,0,0,0,13,12,0,13,0,0,0,0,19,31,517,27,118,339,99,469,47,42,0,1500000US060816023002,"Block Group 2, Census Tract 6023, San Mateo County, California"
989,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,310,28,17,62,179,216,115,47,0,1500000US060816024001,"Block Group 1, Census Tract 6024, San Mateo County, California"
2379,201,0,0,0,0,39,0,33,42,0,0,0,0,0,38,437,47,80,407,260,388,287,49,71,1500000US060816024002,"Block Group 2, Census Tract 6024, San Mateo County, California"
1543,28,0,0,0,0,24,0,14,0,0,0,0,0,42,0,278,0,14,309,123,542,76,38,55,1500000US060816024003,"Block Group 3, Census Tract 6024, San Mateo County, California"
1465,85,0,0,0,0,0,0,0,0,13,12,0,39,29,0,295,0,190,301,70,311,93,27,0,1500000US060816024004,"Block Group 4, Census Tract 6024, San Mateo County, California"
2454,51,0,0,0,0,0,0,0,16,29,6,0,0,0,0,221,133,45,509,171,1003,152,83,35,1500000US060816025001,"Block Group 1, Census Tract 6025, San Mateo County, California"
1037,85,0,0,0,0,0,0,0,0,1,0,0,0,0,159,241,18,60,88,87,247,23,13,15,1500000US060816025002,"Block Group 2, Census Tract 6025, San Mateo County, California"
1042,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,162,31,75,82,54,483,64,46,22,1500000US060816025003,"Block Group 3, Census Tract 6025, San Mateo County, California"
1887,123,0,0,0,0,0,0,0,22,0,0,11,14,28,38,456,0,31,213,86,579,182,35,69,1500000US060816026011,"Block Group 1, Census Tract 6026.01, San Mateo County, California"
1123,111,0,0,0,0,0,0,0,0,0,0,0,0,0,16,66,8,59,234,59,388,131,25,26,1500000US060816026012,"Block Group 2, Census Tract 6026.01, San Mateo County, California"
1212,30,0,0,0,0,0,0,0,0,8,0,77,0,1,115,280,10,0,72,174,383,62,0,0,1500000US060816026021,"Block Group 1, Census Tract 6026.02, San Mateo County, California"
2094,56,0,0,0,0,0,0,0,14,0,0,0,34,0,23,241,61,111,375,268,600,134,117,60,1500000US060816026022,"Block Group 2, Census Tract 6026.02, San Mateo County, California"
617,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,30,19,120,32,167,96,9,24,1500000US060816027001,"Block Group 1, Census Tract 6027, San Mateo County, California"
1236,87,0,0,0,0,0,0,0,0,9,0,0,0,0,28,99,10,63,219,101,556,44,20,0,1500000US060816027002,"Block Group 2, Census Tract 6027, San Mateo County, California"
1665,0,0,0,0,0,0,0,0,16,0,0,21,37,0,20,268,23,82,497,62,438,114,21,66,1500000US060816027003,"Block Group 3, Census Tract 6027, San Mateo County, California"
986,32,0,0,0,0,0,0,0,0,0,3,11,0,0,6,131,9,19,155,140,290,76,37,77,1500000US060816027004,"Block Group 4, Census Tract 6027, San Mateo County, California"
540,23,0,0,0,0,0,0,8,13,0,0,0,9,0,4,43,0,53,142,31,166,32,0,16,1500000US060816028001,"Block Group 1, Census Tract 6028, San Mateo County, California"
2235,27,0,0,0,0,0,0,0,22,0,0,7,34,9,45,397,65,210,516,188,547,101,19,48,1500000US060816028002,"Block Group 2, Census Tract 6028, San Mateo County, California"
716,0,0,0,0,0,0,0,0,0,0,19,48,0,0,0,45,13,38,32,17,283,103,84,34,1500000US060816028003,"Block Group 3, Census Tract 6028, San Mateo County, California"
2112,40,0,0,0,0,0,0,0,0,0,8,0,0,21,71,77,57,49,259,190,910,341,78,11,1500000US060816029001,"Block Group 1, Census Tract 6029, San Mateo County, California"
972,2,0,0,0,0,0,0,0,0,1,9,0,0,11,22,107,24,87,198,66,261,113,37,34,1500000US060816029002,"Block Group 2, Census Tract 6029, San Mateo County, California"
1129,11,0,0,0,0,0,0,0,0,0,0,0,0,11,25,191,8,36,194,108,235,205,51,54,1500000US060816030001,"Block Group 1, Census Tract 6030, San Mateo County, California"
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,25,18,82,16,267,159,26,34,1500000US060816030002,"Block Group 2, Census Tract 6030, San Mateo County, California"
607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,104,0,0,47,63,202,130,9,18,1500000US060816030003,"Block Group 3, Census Tract 6030, San Mateo County, California"
947,18,0,0,0,0,0,0,6,0,0,0,24,29,0,17,115,23,58,213,90,219,123,0,12,1500000US060816030004,"Block Group 4, Census Tract 6030, San Mateo County, California"
1434,9,24,0,0,0,0,5,0,0,0,0,12,0,0,19,255,4,83,253,64,333,187,90,96,1500000US060816031001,"Block Group 1, Census Tract 6031, San Mateo County, California"
1067,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,240,20,86,226,48,273,102,46,17,1500000US060816031002,"Block Group 2, Census Tract 6031, San Mateo County, California"
852,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,155,23,91,144,148,224,39,0,10,1500000US060816032001,"Block Group 1, Census Tract 6032, San Mateo County, California"
374,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,107,11,32,69,10,52,71,8,0,1500000US060816032002,"Block Group 2, Census Tract 6032, San Mateo County, California"
649,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,66,33,58,60,61,202,43,60,40,1500000US060816032003,"Block Group 3, Census Tract 6032, San Mateo County, California"
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,25,61,125,170,123,22,67,1500000US060816032004,"Block Group 4, Census Tract 6032, San Mateo County, California"
1374,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,267,30,80,63,24,490,252,35,98,1500000US060816033001,"Block Group 1, Census Tract 6033, San Mateo County, California"
1612,0,0,0,0,0,0,0,0,0,0,0,0,28,39,0,128,32,105,231,152,545,341,0,11,1500000US060816033002,"Block Group 2, Census Tract 6033, San Mateo County, California"
2145,0,25,0,0,0,0,0,0,23,0,0,0,0,32,19,286,28,140,358,551,582,74,0,27,1500000US060816033003,"Block Group 3, Census Tract 6033, San Mateo County, California"
1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,55,170,322,118,324,193,78,74,1500000US060816034001,"Block Group 1, Census Tract 6034, San Mateo County, California"
586,28,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,39,59,51,155,82,84,14,0,1500000US060816034002,"Block Group 2, Census Tract 6034, San Mateo County, California"
872,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,231,0,45,176,109,167,95,37,0,1500000US060816034003,"Block Group 3, Census Tract 6034, San Mateo County, California"
1157,15,0,0,0,0,0,0,0,0,0,0,0,0,0,24,225,30,36,183,74,370,94,97,9,1500000US060816034004,"Block Group 4, Census Tract 6034, San Mateo County, California"
2023,43,12,22,0,11,0,0,0,9,0,0,0,6,17,38,420,45,158,217,218,479,202,109,17,1500000US060816037001,"Block Group 1, Census Tract 6037, San Mateo County, California"
2253,24,0,0,0,0,0,11,12,0,40,23,0,7,27,94,332,87,213,297,190,663,100,69,64,1500000US060816037002,"Block Group 2, Census Tract 6037, San Mateo County, California"
1960,21,0,0,0,2,0,0,0,9,0,0,0,13,0,0,257,4,161,179,142,785,250,124,13,1500000US060816038011,"Block Group 1, Census Tract 6038.01, San Mateo County, California"
1356,0,0,0,0,0,6,11,0,63,10,0,0,39,19,9,137,27,74,219,203,346,149,30,14,1500000US060816038021,"Block Group 1, Census Tract 6038.02, San Mateo County, California"
691,0,0,0,0,0,0,0,0,7,0,0,0,0,7,26,38,19,35,128,17,208,134,63,9,1500000US060816038022,"Block Group 2, Census Tract 6038.02, San Mateo County, California"
1966,20,0,0,0,0,23,0,11,8,0,0,8,0,7,7,334,49,130,424,218,456,219,52,0,1500000US060816038023,"Block Group 3, Census Tract 6038.02, San Mateo County, California"
542,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,52,0,16,25,17,321,100,0,0,1500000US060816039001,"Block Group 1, Census Tract 6039, San Mateo County, California"
1063,49,0,0,0,0,0,0,0,0,0,0,41,0,0,19,39,23,45,64,98,508,75,74,28,1500000US060816039002,"Block Group 2, Census Tract 6039, San Mateo County, California"
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,58,16,133,71,209,58,62,18,1500000US060816039003,"Block Group 3, Census Tract 6039, San Mateo County, California"
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,67,36,38,68,156,78,0,0,1500000US060816039004,"Block Group 4, Census Tract 6039, San Mateo County, California"
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,16,131,60,388,37,0,0,1500000US060816039005,"Block Group 5, Census Tract 6039, San Mateo County, California"
649,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,79,0,195,222,110,0,1500000US060816039006,"Block Group 6, Census Tract 6039, San Mateo County, California"
539,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,59,23,83,64,49,211,15,11,18,1500000US060816040001,"Block Group 1, Census Tract 6040, San Mateo County, California"
719,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,143,0,116,81,62,213,78,0,9,1500000US060816040002,"Block Group 2, Census Tract 6040, San Mateo County, California"
1154,34,0,0,0,0,0,0,0,12,0,0,0,0,0,39,236,52,65,129,140,360,30,45,12,1500000US060816040003,"Block Group 3, Census Tract 6040, San Mateo County, California"
659,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,77,34,27,258,206,10,13,1500000US060816041021,"Block Group 1, Census Tract 6041.02, San Mateo County, California"
944,32,0,0,0,0,0,0,0,17,0,0,0,0,0,9,35,82,87,149,120,199,154,4,56,1500000US060816041022,"Block Group 2, Census Tract 6041.02, San Mateo County, California"
869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,26,46,61,10,358,190,28,21,1500000US060816041023,"Block Group 3, Census Tract 6041.02, San Mateo County, California"
1364,0,0,0,0,0,0,18,43,0,6,0,55,150,0,20,177,21,67,291,347,144,6,0,19,1500000US060816041031,"Block Group 1, Census Tract 6041.03, San Mateo County, California"
2074,280,0,0,0,0,33,0,0,95,0,51,0,0,73,95,272,15,56,340,85,503,155,0,21,1500000US060816041032,"Block Group 2, Census Tract 6041.03, San Mateo County, California"
1238,175,0,0,0,0,2,0,0,97,3,2,6,15,100,0,344,31,194,131,39,87,0,12,0,1500000US060816041041,"Block Group 1, Census Tract 6041.04, San Mateo County, California"
1477,77,0,0,0,0,0,0,0,4,0,84,0,0,151,54,320,59,0,215,213,252,43,5,0,1500000US060816041042,"Block Group 2, Census Tract 6041.04, San Mateo County, California"
567,36,0,0,0,0,0,0,0,9,0,9,10,0,11,0,154,48,9,66,42,142,31,0,0,1500000US060816042001,"Block Group 1, Census Tract 6042, San Mateo County, California"
555,54,0,0,0,0,0,0,0,0,0,0,12,29,0,44,159,80,21,45,53,30,16,0,12,1500000US060816042002,"Block Group 2, Census Tract 6042, San Mateo County, California"
1762,12,0,0,0,0,0,0,0,188,0,0,74,13,22,79,370,12,73,381,138,285,115,0,0,1500000US060816042003,"Block Group 3, Census Tract 6042, San Mateo County, California"
926,25,15,0,0,2,0,0,0,0,0,0,0,4,1,0,177,18,164,106,64,276,56,10,8,1500000US060816044001,"Block Group 1, Census Tract 6044, San Mateo County, California"
1143,6,0,0,0,0,0,0,0,12,0,0,0,11,0,11,382,5,30,171,185,181,122,27,0,1500000US060816044002,"Block Group 2, Census Tract 6044, San Mateo County, California"
1810,55,0,0,0,0,5,10,0,9,0,20,0,0,44,28,477,14,215,81,74,508,149,75,46,1500000US060816044003,"Block Group 3, Census Tract 6044, San Mateo County, California"
1523,0,0,0,0,0,0,0,0,0,0,0,0,7,0,51,312,27,66,256,125,389,252,31,7,1500000US060816045001,"Block Group 1, Census Tract 6045, San Mateo County, California"
1361,36,0,2,0,1,0,0,0,33,0,31,4,0,4,11,217,9,119,139,99,449,131,18,58,1500000US060816045002,"Block Group 2, Census Tract 6045, San Mateo County, California"
1160,18,0,0,0,0,0,0,0,0,6,0,0,11,6,29,156,35,59,189,71,316,143,33,88,1500000US060816046001,"Block Group 1, Census Tract 6046, San Mateo County, California"
707,27,0,0,0,0,0,0,0,0,0,0,0,0,0,16,60,17,57,129,59,244,43,33,22,1500000US060816046002,"Block Group 2, Census Tract 6046, San Mateo County, California"
1297,20,0,0,0,0,0,0,0,0,0,0,3,9,0,18,126,15,65,112,119,557,171,25,57,1500000US060816047001,"Block Group 1, Census Tract 6047, San Mateo County, California"
691,6,0,0,0,0,0,0,0,0,0,9,7,5,0,10,61,6,47,84,53,267,82,25,29,1500000US060816047002,"Block Group 2, Census Tract 6047, San Mateo County, California"
1665,1,0,0,0,0,0,0,0,0,17,0,8,0,1,37,459,49,95,230,110,486,130,6,36,1500000US060816048001,"Block Group 1, Census Tract 6048, San Mateo County, California"
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,66,102,64,386,224,0,45,1500000US060816048002,"Block Group 2, Census Tract 6048, San Mateo County, California"
1246,4,0,99,0,0,0,0,0,0,0,26,15,0,0,16,99,33,154,69,41,427,168,34,61,1500000US060816048003,"Block Group 3, Census Tract 6048, San Mateo County, California"
1475,37,0,4,0,0,0,0,0,0,0,0,0,11,0,21,136,8,55,289,83,436,208,96,91,1500000US060816049001,"Block Group 1, Census Tract 6049, San Mateo County, California"
953,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,69,6,71,164,78,323,113,87,17,1500000US060816049002,"Block Group 2, Census Tract 6049, San Mateo County, California"
1884,61,0,0,0,23,3,8,0,7,27,7,0,29,0,25,360,34,32,159,87,583,314,92,33,1500000US060816050001,"Block Group 1, Census Tract 6050, San Mateo County, California"
691,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,57,71,13,187,90,120,69,1500000US060816050002,"Block Group 2, Census Tract 6050, San Mateo County, California"
1963,57,0,0,0,0,0,0,0,14,0,0,16,20,0,19,147,18,32,223,65,712,242,240,158,1500000US060816050003,"Block Group 3, Census Tract 6050, San Mateo County, California"
590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,16,0,78,31,205,175,15,37,1500000US060816050004,"Block Group 4, Census Tract 6050, San Mateo County, California"
550,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,13,16,104,16,145,66,95,12,1500000US060816050005,"Block Group 5, Census Tract 6050, San Mateo County, California"
1108,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11,94,12,34,87,35,451,264,54,49,1500000US060816051001,"Block Group 1, Census Tract 6051, San Mateo County, California"
1262,94,0,0,0,0,0,0,0,28,0,0,13,0,0,0,59,0,0,243,53,495,183,12,82,1500000US060816051002,"Block Group 2, Census Tract 6051, San Mateo County, California"
649,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,39,0,22,94,36,165,153,105,16,1500000US060816052001,"Block Group 1, Census Tract 6052, San Mateo County, California"
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,43,48,96,87,212,176,36,6,1500000US060816052002,"Block Group 2, Census Tract 6052, San Mateo County, California"
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,21,21,44,199,70,38,10,1500000US060816052003,"Block Group 3, Census Tract 6052, San Mateo County, California"
548,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,36,0,8,42,7,189,105,145,0,1500000US060816052004,"Block Group 4, Census Tract 6052, San Mateo County, California"
916,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,7,20,0,65,49,448,224,16,62,1500000US060816053001,"Block Group 1, Census Tract 6053, San Mateo County, California"
1059,0,0,0,0,0,0,0,0,0,0,0,0,8,24,15,95,7,56,149,99,375,201,13,17,1500000US060816053002,"Block Group 2, Census Tract 6053, San Mateo County, California"
647,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,113,12,12,64,37,197,88,62,31,1500000US060816053003,"Block Group 3, Census Tract 6053, San Mateo County, California"
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,22,17,67,64,324,77,51,19,1500000US060816053004,"Block Group 4, Census Tract 6053, San Mateo County, California"
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,20,64,49,41,117,0,6,1500000US060816054001,"Block Group 1, Census Tract 6054, San Mateo County, California"
741,44,0,0,0,0,0,0,0,26,0,0,0,0,21,22,21,24,71,222,9,146,88,47,0,1500000US060816054002,"Block Group 2, Census Tract 6054, San Mateo County, California"
1303,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,13,24,314,105,514,149,37,0,1500000US060816054003,"Block Group 3, Census Tract 6054, San Mateo County, California"
967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,70,22,56,347,99,213,76,1500000US060816054004,"Block Group 4, Census Tract 6054, San Mateo County, California"
1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,180,49,502,280,62,79,1500000US060816054005,"Block Group 5, Census Tract 6054, San Mateo County, California"
1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,21,32,108,585,245,16,100,1500000US060816055011,"Block Group 1, Census Tract 6055.01, San Mateo County, California"
1234,30,0,0,0,0,0,0,0,0,0,0,0,0,0,14,206,0,65,78,88,361,305,57,30,1500000US060816055012,"Block Group 2, Census Tract 6055.01, San Mateo County, California"
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,60,74,271,95,37,17,1500000US060816055021,"Block Group 1, Census Tract 6055.02, San Mateo County, California"
1293,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,64,0,30,103,75,433,367,89,127,1500000US060816055022,"Block Group 2, Census Tract 6055.02, San Mateo County, California"
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,222,142,128,41,1500000US060816056001,"Block Group 1, Census Tract 6056, San Mateo County, California"
525,12,0,0,0,0,0,0,0,8,0,0,0,11,0,0,44,0,20,30,12,214,107,38,29,1500000US060816056002,"Block Group 2, Census Tract 6056, San Mateo County, California"
895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56,0,53,44,50,241,270,108,61,1500000US060816056003,"Block Group 3, Census Tract 6056, San Mateo County, California"
1992,0,0,0,0,0,0,0,0,8,0,0,0,0,0,26,174,21,47,21,42,701,500,401,51,1500000US060816056004,"Block Group 4, Census Tract 6056, San Mateo County, California"
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,21,7,248,271,125,41,1500000US060816057001,"Block Group 1, Census Tract 6057, San Mateo County, California"
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,55,0,0,78,64,224,202,121,47,1500000US060816057002,"Block Group 2, Census Tract 6057, San Mateo County, California"
1173,27,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,14,23,65,142,325,257,160,87,1500000US060816057003,"Block Group 3, Census Tract 6057, San Mateo County, California"
888,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,24,0,9,23,8,477,195,76,62,1500000US060816057004,"Block Group 4, Census Tract 6057, San Mateo County, California"
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,47,43,36,226,168,77,4,1500000US060816058001,"Block Group 1, Census Tract 6058, San Mateo County, California"
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,20,10,326,228,25,51,1500000US060816058002,"Block Group 2, Census Tract 6058, San Mateo County, California"
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,22,28,39,94,118,48,23,1500000US060816058003,"Block Group 3, Census Tract 6058, San Mateo County, California"
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,64,43,212,71,12,12,1500000US060816059011,"Block Group 1, Census Tract 6059.01, San Mateo County, California"
989,0,0,0,0,0,0,0,0,0,0,0,11,24,61,0,257,40,39,95,23,260,138,25,16,1500000US060816059012,"Block Group 2, Census Tract 6059.01, San Mateo County, California"
444,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6,28,91,171,30,8,22,1500000US060816059013,"Block Group 3, Census Tract 6059.01, San Mateo County, California"
663,33,0,0,0,0,0,0,43,0,0,0,0,0,25,59,106,0,16,51,30,109,105,36,50,1500000US060816059021,"Block Group 1, Census Tract 6059.02, San Mateo County, California"
1843,150,0,0,0,13,0,0,0,47,0,0,0,0,0,82,382,43,68,218,103,584,136,0,17,1500000US060816059022,"Block Group 2, Census Tract 6059.02, San Mateo County, California"
1208,0,0,0,0,0,0,0,0,61,0,63,0,0,0,0,124,0,168,90,106,360,178,17,41,1500000US060816060001,"Block Group 1, Census Tract 6060, San Mateo County, California"
2054,0,0,0,0,19,0,0,0,0,0,0,0,0,40,0,257,58,154,253,126,782,289,35,41,1500000US060816060002,"Block Group 2, Census Tract 6060, San Mateo County, California"
572,2,0,0,0,0,0,9,0,0,0,95,0,92,104,0,15,0,12,0,14,70,124,19,16,1500000US060816060003,"Block Group 3, Census Tract 6060, San Mateo County, California"
1204,20,0,0,0,0,33,10,0,20,0,0,0,0,12,0,300,19,101,153,72,357,70,20,17,1500000US060816061001,"Block Group 1, Census Tract 6061, San Mateo County, California"
1162,16,0,0,0,0,0,0,0,145,0,0,3,5,0,110,244,21,10,114,45,315,116,8,10,1500000US060816061002,"Block Group 2, Census Tract 6061, San Mateo County, California"
821,25,0,0,0,13,79,12,0,30,25,10,0,0,0,0,57,33,80,131,122,164,40,0,0,1500000US060816061003,"Block Group 3, Census Tract 6061, San Mateo County, California"
656,0,0,0,0,0,57,19,0,13,0,32,11,0,0,0,79,12,76,147,23,98,58,31,0,1500000US060816062011,"Block Group 1, Census Tract 6062.01, San Mateo County, California"
1512,130,0,0,71,0,116,0,14,202,0,0,0,0,89,86,240,0,52,99,77,200,113,23,0,1500000US060816062012,"Block Group 2, Census Tract 6062.01, San Mateo County, California"
1298,24,0,0,0,0,0,0,0,0,0,50,46,0,0,21,259,0,58,300,178,287,45,22,8,1500000US060816062021,"Block Group 1, Census Tract 6062.02, San Mateo County, California"
1374,65,0,0,0,0,0,0,0,14,0,0,0,19,0,0,120,63,247,234,20,329,64,95,104,1500000US060816062022,"Block Group 2, Census Tract 6062.02, San Mateo County, California"
1071,13,0,0,0,0,12,0,0,0,0,49,0,13,0,11,167,0,121,126,28,352,133,0,46,1500000US060816063001,"Block Group 1, Census Tract 6063, San Mateo County, California"
754,12,0,0,0,0,8,0,0,0,0,0,0,0,0,16,79,0,94,113,47,193,155,10,27,1500000US060816063002,"Block Group 2, Census Tract 6063, San Mateo County, California"
1089,0,0,0,0,0,0,0,0,56,0,0,0,21,0,20,66,34,53,96,31,428,111,30,143,1500000US060816063003,"Block Group 3, Census Tract 6063, San Mateo County, California"
1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,14,47,47,731,174,29,0,1500000US060816064001,"Block Group 1, Census Tract 6064, San Mateo County, California"
555,0,0,0,0,0,0,0,0,0,0,23,0,0,4,0,69,0,0,0,21,217,218,3,0,1500000US060816064002,"Block Group 2, Census Tract 6064, San Mateo County, California"
686,9,0,0,0,0,36,0,0,0,0,0,0,0,37,0,56,22,15,19,55,130,194,12,101,1500000US060816064003,"Block Group 3, Census Tract 6064, San Mateo County, California"
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,0,53,33,249,407,52,44,1500000US060816064004,"Block Group 4, Census Tract 6064, San Mateo County, California"
731,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,14,19,39,203,216,77,67,1500000US060816064005,"Block Group 5, Census Tract 6064, San Mateo County, California"
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,29,183,103,75,0,1500000US060816065001,"Block Group 1, Census Tract 6065, San Mateo County, California"
996,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,19,25,72,75,429,214,39,31,1500000US060816065002,"Block Group 2, Census Tract 6065, San Mateo County, California"
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,45,28,179,215,49,27,1500000US060816065003,"Block Group 3, Census Tract 6065, San Mateo County, California"
492,0,0,0,0,0,0,0,0,6,0,0,7,0,1,0,45,0,11,16,30,257,80,23,16,1500000US060816065004,"Block Group 4, Census Tract 6065, San Mateo County, California"
915,0,0,0,0,0,0,0,0,0,0,0,27,25,0,0,89,11,8,93,93,325,154,23,67,1500000US060816066001,"Block Group 1, Census Tract 6066, San Mateo County, California"
1060,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,164,29,72,12,48,400,240,45,30,1500000US060816066002,"Block Group 2, Census Tract 6066, San Mateo County, California"
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,8,63,19,257,144,39,88,1500000US060816066003,"Block Group 3, Census Tract 6066, San Mateo County, California"
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,12,30,30,143,80,77,13,1500000US060816067001,"Block Group 1, Census Tract 6067, San Mateo County, California"
1396,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,177,20,42,82,68,511,298,139,48,1500000US060816067002,"Block Group 2, Census Tract 6067, San Mateo County, California"
1081,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,93,18,22,84,150,246,286,88,70,1500000US060816068001,"Block Group 1, Census Tract 6068, San Mateo County, California"
1598,0,0,0,9,0,6,0,19,0,0,0,0,0,0,15,66,0,107,203,64,385,526,70,128,1500000US060816068002,"Block Group 2, Census Tract 6068, San Mateo County, California"
